location,text,hashtags,tweetcreatedts
Los Angeles,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:45:56
New York ,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:45:54
"New York, NY",Abbott wins U.S. emergency use authorization for new COVID-19 antibody test https://t.co/Ks3fwNCS09 https://t.co/ng8lH8ud0Y,[],2020-10-12 16:45:48
"Los Angeles, CA","Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:45:45
"New York State , U.S.A.","John Cornyn never took COVID-19 seriously. He kicked back with a beer and told us not to panic. He spread misinformation about the effectiveness of masks.

Now he's sitting next to a Senator who has COVID-19. Neither of them are wearing masks. https://t.co/VgxFSil670",[],2020-10-12 16:45:33
"San Francisco, California, USA","Senate Republicans began Supreme Court hearings 24 days after Ruth Bader Ginsburg’s death.

It’s been over 200 days since they passed a COVID-19 relief bill.

They are working harder to take away healthcare during a pandemic than to provide crucial help to the American people.",[],2020-10-12 16:45:33
"New York, NY",I caught up with @PhilKeoghan about how #TAR32 is going back to basics this season and what the future of #AmazingRace looks like amid the ongoing pandemic @AmazingRaceCBS  https://t.co/IBW1Nbe5fz,"[{'text': 'TAR32', 'indices': [40, 46]}, {'text': 'AmazingRace', 'indices': [106, 118]}]",2020-10-12 16:45:31
"New York, NY","The city issued more than $150,000 in fines and arrested a prominent activist over a busy weekend of enforcing restrictions in COVID-19 hot zones. @JohnBDias reports. https://t.co/fHoG8cbF5y",[],2020-10-12 16:45:30
"Los Angeles, CA","The mayor of LA urged Lakers fans, who gathered outside the Staples Center to celebrate their 17th NBA championship title, to stay at home due to the risk of transmitting COVID-19.
https://t.co/S7YunpDLq3",[],2020-10-12 16:45:28
"New York, USA","1 train service has resumed because we're fighting COVID-19, just like you.",[],2020-10-12 16:45:14
"Miami, FL",@LeedsRich83 @loulou_0252 @whosaidwhat0 @1993Potter @piersmorgan Did you read that article? They had 14th worst death rate by population out of 214 and neighbours did far better with slightly stricter restrictions. Also suffered significant economic impact. I don’t get this obsession with eulogising Sweden’s response to Covid-19.,[],2020-10-12 16:45:13
"Chicago, IL","Dr. Kevin Most on COVID-19, the benefits of statins, and the shingles vaccine https://t.co/IC5qTmDKnT",[],2020-10-12 16:45:09
New York City,"The city issued more than $150,000 in fines and arrested a prominent activist over a busy weekend of enforcing restrictions in COVID-19 hot zones. @JohnBDias reports. https://t.co/fHoG8cbF5y",[],2020-10-12 16:45:07
"San Francisco, CA",A Look at #PatientEngagement Amidst COVID-19 w/our CEO Adnan Iqbal https://t.co/pEqhQwqX7z  via @HealthcareScene @techguy #healthcare https://t.co/WsYsbBKrIY,"[{'text': 'PatientEngagement', 'indices': [10, 28]}, {'text': 'healthcare', 'indices': [122, 133]}]",2020-10-12 16:45:05
"Los Angeles, California","To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 16:45:02
Tunis | London | New York ,"There are deep connections between Cuban and First Nation movements for sovereignty. When COVID-19 began, the head of the Southern Chiefs' Organization wrote to the Canadian government, asking that Cuban doctors be allowed to help his communities respond. #IndigenousPeoplesDay https://t.co/BsFcByehjF",[],2020-10-12 16:44:59
New York,"Twitter flags President Trump's false claim about his Covid-19 immunity. Facebook, however, does nothing https://t.co/guuH5tYc2F",[],2020-10-12 16:44:58
Los Angeles,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:44:57
"Los Angeles, CA","""As a cabinet officer in the Ministry of Social Affairs and Health of Finland, I am convinced that Finland’s COVID-19 control strategy should now include recommendations of vitamin D supplements to all age groups except children."" https://t.co/M1OgdSXbUD",[],2020-10-12 16:44:56
"Los Angeles, CA","Thank you Dr. Arleen Brown, Professor of Medicine at @UCLAHealth @UCLA_CTSI , for helping address disparities and gaps in the COVID-19 pandemic affecting California's most vulnerable and vastly underrepresented populations. 

 https://t.co/GTOoYrEx89 via @laist.com",[],2020-10-12 16:44:48
"Los Angeles, CA","COVID-19 can live on smartphone screens for up to 28 days, researchers find
https://t.co/5j3xOz9sFH https://t.co/OsMzpp24C5",[],2020-10-12 16:44:48
miami,"Mike Lee and Lindsey Graham are both selfish assholes.

One for not wearing a mask when he tested positive for COVID-19, and the other for not testing when he might have COVID-19.",[],2020-10-12 16:44:35
New York,"Two @SenJudiciary members have tested positive for COVID-19 while others have refused to be tested. Chairman Graham should not proceed with next week’s hearing without real safety protocols, including testing—this is a threat to those who work in the Capitol &amp; to public health. https://t.co/mw7DxLUyNL",[],2020-10-12 16:44:32
New York,Experts fear rising COVID-19 cases could be the start of a “second wave.” https://t.co/vVW2of5HWg,[],2020-10-12 16:44:31
Chicago,Hahn talking about Moncada's moment in Cleveland when he scored from first on a double and couldn't catch his breath in the dugout--addressing the effect COVID-19 had on him.,[],2020-10-12 16:44:29
"New York, NY","New working paper indicates that lockdown in Belgium had negative overall effects even when assigning a very high value to life years lost.

Scare: When Economics Meets Epidemiology with COVID-19 @SSRN https://t.co/SMv3ucfETH",[],2020-10-12 16:44:28
New York City,"💡Upcoming Webinar: Air Quality and Public Health in India: Risks from Climate Change and COVID-19
This Thursday (October 15)
5-6:30pm IST
7.30-9am EST

Featuring experts from @thePHFI, @GERMIRnD, @iitmpune, @Amc_Gujarat, @PMCPune &amp; @NRDC

Register here: https://t.co/rnaG7CClmq https://t.co/2gQd6I73pi",[],2020-10-12 16:44:28
miami,"To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 16:44:28
New York,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:44:27
Los Angeles,"2020 has been a mess, from the California wildfires to the COVID-19 pandemic, but we’re not letting it define us.

@Station19 and @GreysABC are helping Gen Z take 2020 back by taking prom to the polls, and ensuring that everyone looks fabulous while voting!

#PromAtThePolls https://t.co/Z6xz883Sji",[],2020-10-12 16:44:23
"Los Angeles, CA","Delighted to have received the COVID-19 Safety Charter from Fáilte Ireland ! 
.
We look forward to welcoming all of our tours and treaty heads back at a safer time.
.
Mind yourselves, wash your hands &amp; be sensible 💚 https://t.co/HRPzvAt5lQ",[],2020-10-12 16:44:06
Los Angeles via Pittsburgh,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:44:06
"New York, NY","3 NJ MVC locations temporarily close due to COVID-19 infections

https://t.co/uBkZlibO5a https://t.co/LV7pCkdSXy",[],2020-10-12 16:44:00
"Chicago, IL","Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:43:55
Los Angeles,White House reveals they still have not educated staff on the science of Covid-19 as Mark Meadows says “I’m more than 10 ft away.” https://t.co/jFVtyyoaIf,[],2020-10-12 16:43:52
Los Angeles,"Senate Republicans began Supreme Court hearings 24 days after Ruth Bader Ginsburg’s death.

It’s been over 200 days since they passed a COVID-19 relief bill.

They are working harder to take away healthcare during a pandemic than to provide crucial help to the American people.",[],2020-10-12 16:43:49
"Chicago, IL","Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:43:48
"New York, USA","Today, instead of working on a COVID-19 relief package that people across the country desperately need, Senate Republicans started hearings for their SCOTUS nominee. Keep in mind that this is happening while an election is underway AND there's a COVID outbreak in the Senate.",[],2020-10-12 16:43:42
"Chicagoland, IL","Researchers find Sars-CoV-2 survives longer at lower temperatures and lasts 10 days longer than influenza on some surfaces. Virus that causes #COVID19 can survive up to 28 days on surfaces, scientists find.

https://t.co/nVvBjMNSXb","[{'text': 'COVID19', 'indices': [142, 150]}]",2020-10-12 16:43:35
"West Los Angeles, CA","Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:43:32
New York,Horowitz: CDC study: 85% of COVID-19 cases in July were people who often or always wear masks https://t.co/NvgrBINCQy,[],2020-10-12 16:43:19
"San Francisco, CA","Oof.

41 states are classified as #coronavirus #hotspots today.

Meaning cases have increased by &gt;5% over last 14 days, positivity rate is &gt;10% or has increased by 1+ percentage point over last 14 days, and/or new daily cases per million pop is 100+.

https://t.co/AIP2o0QS1n","[{'text': 'coronavirus', 'indices': [53, 65]}, {'text': 'hotspots', 'indices': [66, 75]}]",2020-10-12 16:43:13
"New York, USA","To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 16:43:11
"New York, NY","Center for American Indian Health (Johns Hopkins University): https://t.co/f0Ruk3ggb5

Native Americans in Philanthropy (@nativegiving): https://t.co/r0QfERzGf2

NDN Collective (@ndncollective): https://t.co/jvfs7KKa8Q",[],2020-10-12 16:43:10
"San Francisco, CA","9 ways the pandemic is (or can) change life for the better🙌

1. Get back to nature
2. Exercise
3. Practice good hygiene
4. Make health-conscious choices
5. Savor family time
6. Promote natural beauty
7. Find hobbies
8. Use digital wisely
9. Keep it simple
https://t.co/ED4alqAFTk",[],2020-10-12 16:43:10
"Los Angeles, CA","Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:43:10
"Los Angeles, CA","Sen. Mike Lee is actively spreading COVID-19 to United States Senators.

In most societies, this would be considered bio terrorism.",[],2020-10-12 16:43:10
"New York, NY","#Mothers Experiencing Increase in #Insomnia and Mild-to-High Levels of Acute #COVID19 Anxiety: Study 

Read: https://t.co/w4XRc6r12T

(📸: IANS) https://t.co/KClxQjfeE5","[{'text': 'Mothers', 'indices': [18, 26]}, {'text': 'Insomnia', 'indices': [52, 61]}, {'text': 'COVID19', 'indices': [95, 103]}]",2020-10-12 16:43:10
"New York, USA","‼️@kristin__wilson asked @MarkMeadows to keep his mask on as he spoke to reporters.

Meadows, who works in the WH #coronavirus hot zone: ""I’m not going to talk through a mask.""

Total #COVIDIOT.🤬

#BranchCovidians #COVID19
🎥via @therecount 
https://t.co/P7pcX86OFc",[],2020-10-12 16:43:09
"New York, USA","Suffolk NY: 8,565 people were tested for #COVID-19, 74 were positive (0.9%);  3 were hospitalized (total 34), 0 died, and 3 were discharged. Since late March, 922,413 were tested; 47,431 were positive, 2016 died, and 5,943 were discharged. More info here:
https://t.co/JZePxbYItN https://t.co/FoE6jM7ZoY","[{'text': 'COVID', 'indices': [62, 68]}]",2020-10-12 16:43:09
New York City,"COVID-19 and surfaces: New study says virus can last 28 days on glass, money https://t.co/QCHBgrvNCj via @TODAYshow",[],2020-10-12 16:43:02
"Los Angeles, CA",@realDonaldTrump COVID-19 DEATHS UP BIG,[],2020-10-12 16:43:00
"Los Angeles, CA","Despite Trump’s claims, immunity from COVID-19 is not a sure thing, doctors say https://t.co/9uAWhHCA94 https://t.co/0GLWIKKLS3",[],2020-10-12 16:43:00
"New York, USA","Twitter flags President Trump's false claim about his Covid-19 immunity. Facebook, however, does nothing https://t.co/guuH5tYc2F",[],2020-10-12 16:42:53
Minneapolis | New York | Chicago | Richmond | Washington D.C. | San Francisco,"We gathered weekly perspectives from business leaders through surveys and in-depth interviews, effectively mapping the stages of the Pandemic Journey. Our team shares the take-aways at @PRWeekUS #PRDecoded. https://t.co/e1It0Wol0I #customerexperience #CX #pandemic #insights https://t.co/3s3RBJiWgh","[{'text': 'PRDecoded', 'indices': [195, 205]}, {'text': 'customerexperience', 'indices': [231, 250]}, {'text': 'CX', 'indices': [251, 254]}, {'text': 'pandemic', 'indices': [255, 264]}, {'text': 'insights', 'indices': [265, 274]}]",2020-10-12 16:42:51
"New York, New York","LIVE: Justice Administration holds press briefing on COVID-19 response - October 12, 2020. For more information about #COVID19, call the State’s toll-free hotline at 1-800-887-4304 or visit https://t.co/Ad33fbC98s. #WV #WVGov https://t.co/XYdOIVAuBt",[],2020-10-12 16:42:47
Los Angeles,"If you think that I wear a mask and distance because I don't want to get COVID-19, you are 3% right.

But if you think that I do those things so I don't get SARS-COV-2 and pass it to another person, becoming a multiplier in an exponential spreading problem.. you're 100% right.",[],2020-10-12 16:42:38
"Los Angeles, CA","CDC: 85% of COVID-19 patients report ‘always’ or ‘often’ wearing a mask.

Americans are wearing masks, but masks aren't working.
https://t.co/1DZKXDLuZx",[],2020-10-12 16:42:38
Chicago,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 16:42:30
"Miami, Florida","UPDATED: Two MAST Academy students tested positive for COVID-19, prompting @MDCPS to cancel in-person classes on Monday. https://t.co/Liz5rg8wrr",[],2020-10-12 16:42:28
"New York, NY","Twitter flags President Trump's false claim about his Covid-19 immunity. Facebook, however, does nothing https://t.co/guuH5tYc2F",[],2020-10-12 16:42:25
"San Francisco, CA","Our #COVID19 / #SARSCoV2 / #Coronavirus Update — WHITE HOUSE EDITION: https://t.co/dDo8oOwrJw

Be sure to click ""Like"" and the big, red ""Subscribe"" button while you're there.","[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'SARSCoV2', 'indices': [15, 24]}, {'text': 'Coronavirus', 'indices': [27, 39]}]",2020-10-12 16:42:23
"New York, USA",GOP Senator Diagnosed With COVID-19 Attends Barrett Hearing Sans Mask - https://t.co/vRvj5sdP4N https://t.co/hrx5QH2bXg,[],2020-10-12 16:42:22
"Chicago, IL","Hall was one of thousands of incarcerated workers who stayed on the job in high-risk positions during the pandemic, making wages that ranged from 8 cents to $1 per hour. They cooked the food. They walked from cell to cell delivering meals. They cleaned.
https://t.co/ZsEceCi1Ox",[],2020-10-12 16:42:22
"Los Angeles, CA",WATCH LIVE: Pence speaks about the economy amid COVID-19 during campaign event in Ohio https://t.co/kBLViBNq2a,[],2020-10-12 16:42:21
"San Francisco, CA | Columbia, MD",What will the future of #email look like in a post-COVID-19 world? @SharVanBoskirk will be moderating a panel discussion that will uncover the answer to this very question at #optinlive. Sign up now: https://t.co/TcIfq3NnLb https://t.co/M9XvebLhaB,"[{'text': 'email', 'indices': [24, 30]}, {'text': 'optinlive', 'indices': [175, 185]}]",2020-10-12 17:02:50
"Miami, FL","Three students and four faculty members self reported having COVID-19 last week, according to @FIU COVID-19 Dashboard 

https://t.co/SfiqaVW1y8",[],2020-10-12 17:02:47
"Los Angeles, CA","Sharing COVID-19 info with multilingual communities? @medlineplus shares resources from @CDCgov  in over 30 languages, from Spanish to Arabic to Simplified Chinese: https://t.co/tKZu5HdLbp",[],2020-10-12 17:02:46
"San Francisco Bay Area, CA","As companies continue to persevere through the COVID-19 pandemic, it might become apparent that connections are not as strong as they used to be. Here are a few tips about supporting, informing, and retaining your employees. https://t.co/V0DIBsCgkv

#recruiting #contractjobs https://t.co/fU2sNx4jjy","[{'text': 'recruiting', 'indices': [250, 261]}, {'text': 'contractjobs', 'indices': [262, 275]}]",2020-10-12 17:02:44
new york baybee,"California kept its prison factories open during the pandemic, forcing incarcerated women to continue making office furniture for as little as 8 cents an hour. Prisoners got COVID and died, while the state made millions off their labor. Modern-day slavery. https://t.co/lEhTi5zWUZ https://t.co/2Y6Yi3R1zr",[],2020-10-12 17:02:42
Chicago,"Today's sham hearing – on a holiday, 22 days from Election Day, during a COVID-19 outbreak in the Judiciary Committee with a likely-exposed Chairman who won't get tested – shows just how far the GOP will go to steal another Supreme Court seat &amp; hand our courts over to extremists.",[],2020-10-12 17:02:42
"New York, USA","When Trump claimed to be a multi-millionaire, we didn't suspect he was talking about covid-19 cases contracted on his watch.

Eight. Million. https://t.co/qwyzEm3DgC",[],2020-10-12 17:02:39
"Miami, Fl",Healthy life line: Make preventive healthcare routine for long term wellness seen. https://t.co/uZ3KdONomb #health #OpenEnrollment #Medicare #AffordableCareAct,"[{'text': 'health', 'indices': [107, 114]}, {'text': 'OpenEnrollment', 'indices': [115, 130]}, {'text': 'Medicare', 'indices': [131, 140]}, {'text': 'AffordableCareAct', 'indices': [141, 159]}]",2020-10-12 17:02:38
"New York, USA",EU nations set to adopt common travel rules amid pandemic: ... but a return to a full freedom of movement in the midst of the COVID-19 pandemic remains far from reach. In addition to causing the deaths of at least ... https://t.co/eNFzQhHEra,[],2020-10-12 17:02:32
"New York, NY","Happy Indigenous Peoples’ Day, don’t forget to donate to a fund! Redhawk has an artist relief fund for artists financially affected by Covid-19. 

https://t.co/IrOy4ImCoZ https://t.co/z7yBIEKgpT",[],2020-10-12 17:02:32
"New York, USA","To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 17:02:32
"New York, NY","@WHO @DrTedros ""Herd immunity is achieved by protecting people from a virus, not exposing them to it.

Never in the history of public health has #HerdImmunity been used to respond to an outbreak, let alone a pandemic. It's scientifically &amp; ethically problematic,"" -@DrTedros @WHO #COVID19 (3/3)",[],2020-10-12 17:02:29
"Los Angeles, CA","To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 17:02:26
"New York, New York",#Coronavirus News: #COVID clusters #shutdown #schools in 9 #NYC ZIP codes https://t.co/Bzx0EwFmgE,"[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'COVID', 'indices': [19, 25]}, {'text': 'shutdown', 'indices': [35, 44]}, {'text': 'schools', 'indices': [45, 53]}, {'text': 'NYC', 'indices': [59, 63]}]",2020-10-12 17:02:25
"Los Angeles, CA, USA","California kept its prison factories open during the pandemic, forcing incarcerated women to continue making office furniture for as little as 8 cents an hour. Prisoners got COVID and died, while the state made millions off their labor. Modern-day slavery. https://t.co/lEhTi5zWUZ https://t.co/2Y6Yi3R1zr",[],2020-10-12 17:02:24
"Chicago, IL","If there is any point in this year so far where brands need to ""get it right,"" when it comes to social, it's now. Exactly how to get it right will really depend on your current social media strategy, industry, and, most importantly, the commu... @mrsstrick https://t.co/tXpNCx0EA6",[],2020-10-12 17:02:23
"New York, NY",Directed by #JimChuChu #Tapi explores a formative moment in the life of a Kenyan ritual healer https://t.co/Brh1c9cKZy #PlanetClassroom #Films #Pandemic #GlobalFilm #YoungFilmCritics #Rotterdam #IFFR2021 #SDG’s #movie #SDG4 #Globalcitizen #PlanetClassroom https://t.co/387SaX0MXi,"[{'text': 'JimChuChu', 'indices': [12, 22]}, {'text': 'Tapi', 'indices': [23, 28]}, {'text': 'PlanetClassroom', 'indices': [119, 135]}, {'text': 'Films', 'indices': [136, 142]}, {'text': 'Pandemic', 'indices': [143, 152]}, {'text': 'GlobalFilm', 'indices': [153, 164]}, {'text': 'YoungFilmCritics', 'indices': [165, 182]}, {'text': 'Rotterdam', 'indices': [183, 193]}, {'text': 'IFFR2021', 'indices': [194, 203]}, {'text': 'SDG', 'indices': [204, 208]}, {'text': 'movie', 'indices': [211, 217]}, {'text': 'SDG4', 'indices': [218, 223]}, {'text': 'Globalcitizen', 'indices': [224, 238]}, {'text': 'PlanetClassroom', 'indices': [239, 255]}]",2020-10-12 17:02:20
New York,"#mondaythoughts #mondaymorning #MondayMotivation #MondayMood Finished another story, Donald Trump Gets Dominated by the Coronavirus, where in a #Covid induced hallucination #DonaldTrump hallucinates the #coronavirus is his dominatrix spanking him with #Forbes magazine.","[{'text': 'mondaythoughts', 'indices': [0, 15]}, {'text': 'mondaymorning', 'indices': [16, 30]}, {'text': 'MondayMotivation', 'indices': [31, 48]}, {'text': 'MondayMood', 'indices': [49, 60]}, {'text': 'Covid', 'indices': [144, 150]}, {'text': 'DonaldTrump', 'indices': [173, 185]}, {'text': 'coronavirus', 'indices': [203, 215]}, {'text': 'Forbes', 'indices': [252, 259]}]",2020-10-12 17:02:18
New York City,"#Crew96 spox. says no new positive COVID-19 cases after staff testing yesterday. Unless MLS recommends no training, the Crew will return to training today ahead of Wednesday’s game at FC Cincinnati. 

Players and staff have testing today and tomorrow.","[{'text': 'Crew96', 'indices': [14, 21]}]",2020-10-12 17:02:15
San Francisco,"Republicans can not -with any degree of intellectual honesty- rebut the Democrats on their ACA and pandemic points without unavoidably shining the spotlight back on the president, who has COVID-19.

It's a lose/lose for Republicans. Watch this space.

#AmyConeyBarrettSCOTUS https://t.co/9BZ7dhXja9",[],2020-10-12 17:02:13
"Los Angeles, CA",@realDonaldTrump You're winning the Covid 19 total cases.  More in the USA than in any other country. WINNING!,[],2020-10-12 17:02:12
"San Francisco, CA","About 75,000 more Americans died from COVID-19 pandemic than reported in spring and summer, study finds
https://t.co/1Lz4bQY3FQ",[],2020-10-12 17:02:10
New York,"A vaccine may only be 70-80% or so effective even if everyone got one. But in AZ, the use of masks caused the infection rate to fall 75%. Masks work. Long before a vaccine is in place, we can beat Covid-19. We just need the political leadership and will to do so.",[],2020-10-12 17:02:09
Los Angeles,"Mike Lee and Lindsey Graham are both selfish assholes.

One for not wearing a mask when he tested positive for COVID-19, and the other for not testing when he might have COVID-19.",[],2020-10-12 17:02:06
"Los Angeles, CA","To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 17:02:05
New York,"@HerschKrstowski @LoveAndMoney15 Yes, agreed. I've never quite understood the point of distinguishing between by and with Covid-19. It's bad for you, and it's much worse for you if you have something else as well. Hospitalisation implies mortal danger which might not have been there without Covid.",[],2020-10-12 17:02:03
"Los Angeles, CA","#Astronaut who spent a year in space shares tips on dealing with #isolation 

Scott Kelly says the lessons he learned on the International Space Station can apply to life in #quarantine.

https://t.co/udCHlydJYG
#life https://t.co/pvWVjaNBYN","[{'text': 'Astronaut', 'indices': [0, 10]}, {'text': 'isolation', 'indices': [65, 75]}, {'text': 'quarantine', 'indices': [174, 185]}, {'text': 'life', 'indices': [212, 217]}]",2020-10-12 17:02:03
New York & San Francisco,"StartUp Health co @caremerge has teamed up with @TheRealSpiro100 to bring safe, physical activity to Caremerge communities and senior care providers who need it to supplement in-person wellness activities amid #COVID19. 🤝
https://t.co/z5M3hNE2XE","[{'text': 'COVID19', 'indices': [210, 218]}]",2020-10-12 17:01:59
"New York, NY","""During a pandemic, when Indigenous peoples are especially vulnerable to the impacts of invisibility, disaggregate data is important for revealing racial, tribally-specific inequalities."" Dr. Rÿser Center for World Indigenous Studies #IndigenousPeoplesDay  https://t.co/mdB0avVzuS",[],2020-10-12 17:01:59
Los Angeles,American COVID-19 Vaccine Falls to 50% accept https://t.co/POwM40lDWf Actual numbers will be far less and will continue dropping after mystery #VaccinesWork injection causes hyperimmune reaction next time exposed to disease causes death like past mRNA vax,"[{'text': 'VaccinesWork', 'indices': [143, 156]}]",2020-10-12 17:01:54
Los Angeles,"To everyone who is barely hanging onto their homes, who has lost a loved one to COVID-19, who has no way to pay the bills: know that instead of voting to provide relief you desperately need, Senate Republicans today are choosing to hold a hearing to confirm a judge.",[],2020-10-12 17:01:52
